,Question,Generated Answer,Topic,BLEU Score,ROUGE Score,Inference Time
37,"""Badan Candi Borobudur disebut apa?""",Badan candi Borobudur disebut Rupadhatu.,Arsitektur,"{'bleu': 0.0, 'precisions': [0.8333333333333334, 0.6, 0.25, 0.0], 'brevity_penalty': 0.846481724890614, 'length_ratio': 0.8571428571428571, 'translation_length': 6, 'reference_length': 7}","{'rouge1': 0.888888888888889, 'rouge2': 0.5714285714285715, 'rougeL': 0.888888888888889, 'rougeLsum': 0.888888888888889}",0.5361895561218262
38,"""Apakah ada spekulasi tentang motif atau tujuan tersembunyi di balik pengeboman Candi Borobudur?""","Ya, ada beberapa spekulasi tentang motif atau tujuan tersembunyi di balik pengeboman Candi Borobudur, seperti reaksi terhadap kebijakan Orde Baru, peringatan kepada Soeharto dan keluarganya, serta motif politis dan ekonomi. Spekulasi ini belum terbukti secara pasti dan masih menjadi perdebatan.",Arsitektur,"{'bleu': 0.19889978427762597, 'precisions': [0.5217391304347826, 0.35555555555555557, 0.22727272727272727, 0.16279069767441862], 'brevity_penalty': 0.6910347152078063, 'length_ratio': 0.7301587301587301, 'translation_length': 46, 'reference_length': 63}","{'rouge1': 0.41666666666666663, 'rouge2': 0.25531914893617025, 'rougeL': 0.3333333333333333, 'rougeLsum': 0.3333333333333333}",0.744744062423706
39,"""Apa yang mempengaruhi bentuk stupa di Candi Borobudur?""","Bentuk stupa di Candi Borobudur dipengaruhi oleh beberapa faktor, seperti kepercayaan agama, tradisi arsitektur, analisis bentuk, simetri, dan faktor budaya dan sejarah. Faktor-faktor ini membentuk desain stupa yang unik dan mencerminkan gaya arsitektur dan praktik saat itu.",Arsitektur,"{'bleu': 0.12390868135565394, 'precisions': [0.36363636363636365, 0.13953488372093023, 0.09523809523809523, 0.04878048780487805], 'brevity_penalty': 1.0, 'length_ratio': 1.2571428571428571, 'translation_length': 44, 'reference_length': 35}","{'rouge1': 0.5846153846153846, 'rouge2': 0.38095238095238093, 'rougeL': 0.46153846153846156, 'rougeLsum': 0.49230769230769234}",0.8193008899688721
40,"""Bagaimana atap kayu pada Candi Borobudur mengakomodasi fungsi-fungsi khusus dalam bangunan tersebut?""","Atap kayu pada Candi Borobudur mengakomodasi fungsi-fungsi khusus dalam bangunan tersebut dengan mencerminkan kemahiran konstruksi pada masa itu melalui relief yang menggambarkan berbagai tipe atap. Atap kayu ini tidak hanya berfungsi sebagai penutup struktur bangunan, tetapi juga memberikan gambaran fungsi dan arsitektur ruang pada bangunan.",Arsitektur,"{'bleu': 0.5194605694600024, 'precisions': [0.5833333333333334, 0.5106382978723404, 0.5, 0.4888888888888889], 'brevity_penalty': 1.0, 'length_ratio': 1.0666666666666667, 'translation_length': 48, 'reference_length': 45}","{'rouge1': 0.6511627906976744, 'rouge2': 0.5952380952380952, 'rougeL': 0.6511627906976744, 'rougeLsum': 0.6511627906976744}",0.8518383502960205
41,"""Bagaimana relief-relief di Borobudur menggambarkan hubungan antara manusia dan alam semesta dalam konteks arkeoastronomi?""","Relief-relief di Borobudur menggambarkan hubungan antara manusia dan alam semesta dalam konteks arkeoastronomi melalui penggambaran objek-objek langit seperti bulan, matahari, dan bintang-bintang. Ini menunjukkan bahwa masyarakat kuno Borobudur memiliki pemahaman tentang ilmu astronomi dan menggunakan gugus bintang sebagai penanda pergantian musim pertanian.",Arsitektur,"{'bleu': 0.3630888213095768, 'precisions': [0.5652173913043478, 0.37777777777777777, 0.3181818181818182, 0.2558139534883721], 'brevity_penalty': 1.0, 'length_ratio': 1.0222222222222221, 'translation_length': 46, 'reference_length': 45}","{'rouge1': 0.5813953488372093, 'rouge2': 0.40476190476190477, 'rougeL': 0.39534883720930236, 'rougeLsum': 0.39534883720930236}",0.9251275062561035
42,"""Bagaimana Stupa di Candi Borobudur menggambarkan cerita kehidupan Buddha?""","Stupa di Candi Borobudur menggambarkan cerita kehidupan Buddha melalui simbol-simbol yang terkait dengan perjalanan spiritualnya. Stupa-stupa yang terdapat di candi tersebut melambangkan perjalanan para yogin yang berusaha mencapai tingkat Kebuddhaan, termasuk tahap Parinirvana, yaitu tahap kebebasan tertinggi yang dicapai oleh Buddha.",Arsitektur,"{'bleu': 0.1633632744057756, 'precisions': [0.4444444444444444, 0.25, 0.18604651162790697, 0.14285714285714285], 'brevity_penalty': 0.7007840105925329, 'length_ratio': 0.7377049180327869, 'translation_length': 45, 'reference_length': 61}","{'rouge1': 0.4042553191489362, 'rouge2': 0.1956521739130435, 'rougeL': 0.29787234042553196, 'rougeLsum': 0.4042553191489362}",0.7814826965332031
43,"""Apa yang dapat dipelajari dari perbandingan Stupa di Candi Borobudur dengan situs Buddha lainnya di dunia?""","Dari perbandingan Stupa di Candi Borobudur dengan situs Buddha lainnya di dunia, kita dapat mempelajari tentang keunikan dan variasi bentuk stupa di Candi Borobudur yang tidak dimiliki oleh stupa-stupa di situs Buddha lainnya. Selain itu, kita juga dapat memahami pengaruh ajaran agama Buddha yang tercermin dalam desain dan makna stupa-stupa di Candi Borobudur.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.10526315789473684, 0.017857142857142856, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.85, 'translation_length': 57, 'reference_length': 20}","{'rouge1': 0.2608695652173913, 'rouge2': 0.14925373134328357, 'rougeL': 0.2608695652173913, 'rougeLsum': 0.2608695652173913}",0.8543763160705566
44,"""Apa yang dapat kita pelajari dari teknik konstruksi atap kayu pada Candi Borobudur untuk aplikasi modern?""",Kita dapat mempelajari kemahiran dalam penggunaan material kayu dan teknik konstruksi pada masa itu untuk mengembangkan teknik konstruksi modern yang memanfaatkan keunggulan material kayu. Pemahaman tentang tipologi atap kayu pada Candi Borobudur juga dapat memberikan wawasan bagi perancangan arsitektur bangunan pada masa sekarang.,Arsitektur,"{'bleu': 0.4972357241955702, 'precisions': [0.7111111111111111, 0.5454545454545454, 0.46511627906976744, 0.40476190476190477], 'brevity_penalty': 0.9565287391030294, 'length_ratio': 0.9574468085106383, 'translation_length': 45, 'reference_length': 47}","{'rouge1': 0.7294117647058824, 'rouge2': 0.6024096385542169, 'rougeL': 0.5647058823529412, 'rougeLsum': 0.5647058823529412}",0.7953028678894043
45,"""Apa perbedaan antara Stupa di tingkat atas dan bawah Candi Borobudur?""","Perbedaan antara Stupa di tingkat atas dan bawah Candi Borobudur adalah ukuran dan desainnya. Stupa di tingkat bawah memiliki ukuran yang lebih besar dan desain yang lebih rumit, sedangkan stupa di tingkat atas memiliki ukuran yang lebih kecil dan desain yang lebih sederhana.",Arsitektur,"{'bleu': 0.08661290434150902, 'precisions': [0.9130434782608695, 0.6444444444444445, 0.4318181818181818, 0.23255813953488372], 'brevity_penalty': 0.17567309343087445, 'length_ratio': 0.36507936507936506, 'translation_length': 46, 'reference_length': 126}","{'rouge1': 0.5165562913907285, 'rouge2': 0.3624161073825503, 'rougeL': 0.4370860927152318, 'rougeLsum': 0.5033112582781457}",0.7544877529144287
46,"""Apa upaya rekonstruksi dan pemulihan yang dilakukan setelah pengeboman Candi Borobudur?""","Upaya rekonstruksi dan pemulihan yang dilakukan setelah pengeboman Candi Borobudur meliputi pemugaran stupa candi yang rusak, peningkatan sistem keamanan kawasan candi, dan penolakan bantuan luar dari UNESCO. Langkah-langkah ini menunjukkan respons serius pemerintah Indonesia untuk memulihkan situs bersejarah tersebut.",Arsitektur,"{'bleu': 0.08829329567049694, 'precisions': [0.27906976744186046, 0.11904761904761904, 0.07317073170731707, 0.025], 'brevity_penalty': 1.0, 'length_ratio': 1.4827586206896552, 'translation_length': 43, 'reference_length': 29}","{'rouge1': 0.5901639344262294, 'rouge2': 0.3728813559322034, 'rougeL': 0.42622950819672134, 'rougeLsum': 0.42622950819672134}",0.8291347026824951
47,"""Bagaimana peran Stupa dalam merayakan peristiwa-peristiwa agama tertentu di Candi Borobudur?""","Peran Stupa dalam merayakan peristiwa-peristiwa agama tertentu di Candi Borobudur adalah sebagai simbolis roda kosmos, tempat arca, dan pusat spiritual. Stupa-stupa ini juga melambangkan konsep Parinirvana dan tahap-tahap seorang yogin dalam mencapai Kebuddhaan.",Arsitektur,"{'bleu': 0.24996434179389407, 'precisions': [0.6486486486486487, 0.4166666666666667, 0.34285714285714286, 0.2647058823529412], 'brevity_penalty': 0.6316249721520365, 'length_ratio': 0.6851851851851852, 'translation_length': 37, 'reference_length': 54}","{'rouge1': 0.5348837209302325, 'rouge2': 0.35714285714285715, 'rougeL': 0.32558139534883723, 'rougeLsum': 0.32558139534883723}",1.272599697113037
48,"""Mengapa motif relief pada lantai teras Candi Borobudur menggunakan gambar-gambar tertentu?""",Motif relief pada lantai teras Candi Borobudur menggunakan gambar-gambar tertentu untuk menggambarkan tahapan perjalanan spiritual manusia dalam mencapai kesempurnaan. Hal ini sesuai dengan konsep filsafat Buddha tentang perjalanan spiritual menuju pencerahan tertinggi.,Arsitektur,"{'bleu': 0.6494416917731662, 'precisions': [0.7352941176470589, 0.6666666666666666, 0.625, 0.5806451612903226], 'brevity_penalty': 1.0, 'length_ratio': 1.2142857142857142, 'translation_length': 34, 'reference_length': 28}","{'rouge1': 0.8620689655172413, 'rouge2': 0.8214285714285714, 'rougeL': 0.8620689655172413, 'rougeLsum': 0.8620689655172413}",1.8420612812042236
49,"""Bagaimana bentuk umum Stupa di Candi Borobudur?""","Bentuk umum Stupa di Candi Borobudur terdiri dari empat variasi, yaitu stupa tengah, teras bundar stupa dengan slot persegi panjang, dan pagar stupa langkan. Desain Stupa ini dipengaruhi oleh arsitektur tradisional India.",Arsitektur,"{'bleu': 0.480753171556877, 'precisions': [0.5675675675675675, 0.5, 0.45714285714285713, 0.4117647058823529], 'brevity_penalty': 1.0, 'length_ratio': 1.48, 'translation_length': 37, 'reference_length': 25}","{'rouge1': 0.7450980392156863, 'rouge2': 0.6530612244897959, 'rougeL': 0.6666666666666666, 'rougeLsum': 0.6666666666666666}",0.6916968822479248
50,"""Apa yang dapat kita pelajari dari tipologi atap kayu Candi Borobudur dalam konteks keberlanjutan?""","Dari tipologi atap kayu Candi Borobudur, kita dapat belajar tentang keberlanjutan dalam pemanfaatan sumber daya alam dan bagaimana masyarakat pada masa lalu mampu memanfaatkan sumber daya alam secara berkelanjutan. Hal ini dapat berkontribusi terhadap keberlanjutan lingkungan dan budaya.",Budaya,"{'bleu': 0.39717319699673737, 'precisions': [0.43902439024390244, 0.4, 0.38461538461538464, 0.3684210526315789], 'brevity_penalty': 1.0, 'length_ratio': 2.05, 'translation_length': 41, 'reference_length': 20}","{'rouge1': 0.5925925925925926, 'rouge2': 0.5769230769230769, 'rougeL': 0.5925925925925926, 'rougeLsum': 0.5925925925925926}",0.7839958667755127
51,"""Apa peran Candi Borobudur dalam perkembangan pariwisata budaya di Indonesia?""","Candi Borobudur memiliki peran penting dalam perkembangan pariwisata budaya di Indonesia sebagai daya tarik utama yang menarik wisatawan dari seluruh dunia. Dengan kekayaan nilai budaya dan sejarahnya, candi ini telah berkontribusi secara signifikan terhadap industri pariwisata di Indonesia.",Budaya,"{'bleu': 0.37251044131030375, 'precisions': [0.6097560975609756, 0.45, 0.3333333333333333, 0.21052631578947367], 'brevity_penalty': 1.0, 'length_ratio': 1.025, 'translation_length': 41, 'reference_length': 40}","{'rouge1': 0.6666666666666667, 'rouge2': 0.42857142857142855, 'rougeL': 0.3888888888888889, 'rougeLsum': 0.3888888888888889}",0.7541239261627197
52,"""Ritual keagamaan apa yang dilakukan di Candi Borobudur?""","Ritual keagamaan yang dilakukan di Candi Borobudur termasuk mengelilingi kuil searah jarum jam, melakukan persembahan seperti bunga, dupa, dan lilin, serta nyanyian kitab suci Buddha dan doa. Selain itu, kuil ini juga menyelenggarakan upacara dan festival Buddha yang penting.",Budaya,"{'bleu': 0.0, 'precisions': [0.17391304347826086, 0.06666666666666667, 0.022727272727272728, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.875, 'translation_length': 46, 'reference_length': 16}","{'rouge1': 0.23076923076923075, 'rouge2': 0.11999999999999998, 'rougeL': 0.19230769230769232, 'rougeLsum': 0.19230769230769232}",0.7509675025939941
53,"""Bagaimana struktur arsitektur Candi Borobudur mencerminkan konsep sakralitas?""","Struktur arsitektur Candi Borobudur mencerminkan konsep sakralitas melalui tatanan yang terstruktur dan simbolisme yang mendalam, seperti penataan mandala, persegi empat, teras-teras bundar, dan stupa besar. Penataan ini memiliki makna simbolis yang tinggi sebagai lambang kehidupan manusia dan kehidupan setelah kematian.",Budaya,"{'bleu': 0.25942493531516053, 'precisions': [0.9565217391304348, 0.8, 0.6590909090909091, 0.5348837209302325], 'brevity_penalty': 0.35996836354516365, 'length_ratio': 0.4946236559139785, 'translation_length': 46, 'reference_length': 93}","{'rouge1': 0.6190476190476191, 'rouge2': 0.5161290322580645, 'rougeL': 0.5714285714285715, 'rougeLsum': 0.5714285714285715}",0.7548553943634033
54,"""Apa pentingnya pose meditasi yang digambarkan dalam patung-patung di Candi Borobudur?""",Pose meditasi yang digambarkan dalam patung-patung di Candi Borobudur berfungsi sebagai pengingat visual tentang pentingnya meditasi dalam jalan Buddhis menuju pencerahan. Praktisi dan pengunjung kuil dapat mengambil inspirasi dari pose-pose ini untuk memperdalam latihan meditasi mereka sendiri dan menumbuhkan kedamaian batin dan kebijaksanaan.,Budaya,"{'bleu': 0.0, 'precisions': [0.2, 0.045454545454545456, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.9565217391304348, 'translation_length': 45, 'reference_length': 23}","{'rouge1': 0.25396825396825395, 'rouge2': 0.06557377049180328, 'rougeL': 0.22222222222222218, 'rougeLsum': 0.22222222222222218}",1.3268821239471436
55,"""Bagaimana keberadaan Candi Borobudur memengaruhi dinamika budaya dan agama di masyarakat sekitarnya?""","Keberadaan Candi Borobudur memiliki dampak yang signifikan terhadap dinamika budaya dan agama di masyarakat sekitarnya, memengaruhi praktik keagamaan dan kesadaran spiritualitas masyarakat sekitarnya. Selain itu, keberadaan candi juga memengaruhi dinamika budaya lokal dengan memunculkan industri pariwisata yang berkembang di sekitar area candi.",Budaya,"{'bleu': 0.05373228153663178, 'precisions': [1.0, 0.9777777777777777, 0.9318181818181818, 0.8837209302325582], 'brevity_penalty': 0.0567235836468991, 'length_ratio': 0.25842696629213485, 'translation_length': 46, 'reference_length': 178}","{'rouge1': 0.41999999999999993, 'rouge2': 0.393939393939394, 'rougeL': 0.41999999999999993, 'rougeLsum': 0.41999999999999993}",0.8854079246520996
56,"""Apakah ada perubahan signifikan dalam persepsi dan penghargaan terhadap Candi Borobudur dari masyarakat lokal?""","Ya, terdapat perubahan signifikan dalam persepsi dan penghargaan terhadap Candi Borobudur dari masyarakat lokal. Mereka semakin menyadari nilai penting Candi Borobudur sebagai warisan budaya dan sumber potensi ekonomi, serta menghargai peran candi tersebut dalam sejarah dan kehidupan mereka.",Budaya,"{'bleu': 0.45957989366449836, 'precisions': [0.9523809523809523, 0.8780487804878049, 0.825, 0.7692307692307693], 'brevity_penalty': 0.5384570096736782, 'length_ratio': 0.6176470588235294, 'translation_length': 42, 'reference_length': 68}","{'rouge1': 0.7551020408163265, 'rouge2': 0.7083333333333333, 'rougeL': 0.7346938775510204, 'rougeLsum': 0.7346938775510204}",0.9797897338867188
57,"""Apa peran kampanye promosi dalam aktivitas Public Relations untuk meningkatkan popularitas Taman Wisata Candi Borobudur?""","Kampanye promosi memiliki peran penting dalam meningkatkan popularitas Taman Wisata Candi Borobudur dengan memperkenalkan daya tariknya kepada masyarakat luas dan meningkatkan kesadaran akan keberadaannya. Dengan demikian, kampanye promosi dapat membantu menarik lebih banyak pengunjung dan mendukung pertumbuhan pariwisata di lokasi tersebut.",Budaya,"{'bleu': 0.4713766637810401, 'precisions': [0.9772727272727273, 0.8604651162790697, 0.7619047619047619, 0.6829268292682927], 'brevity_penalty': 0.5795782787848095, 'length_ratio': 0.6470588235294118, 'translation_length': 44, 'reference_length': 68}","{'rouge1': 0.7999999999999999, 'rouge2': 0.6938775510204082, 'rougeL': 0.78, 'rougeLsum': 0.78}",0.7979533672332764
58,"""Mengapa lantai teras Candi Borobudur dibangun dengan desain piramidal?""","Lantai teras Candi Borobudur dibangun dengan desain piramidal karena desain ini mencerminkan konsep kosmologi dan simbolisme dalam ajaran Buddha. Desain ini juga menggambarkan simbolisme dari konsep Vastu Purusha Mandala, yang merupakan pedoman dalam membangun candi atau tempat suci dalam ajaran Buddha.",Budaya,"{'bleu': 0.5303387150512193, 'precisions': [0.7045454545454546, 0.6046511627906976, 0.5476190476190477, 0.4878048780487805], 'brevity_penalty': 0.9131007162822622, 'length_ratio': 0.9166666666666666, 'translation_length': 44, 'reference_length': 48}","{'rouge1': 0.6666666666666667, 'rouge2': 0.5609756097560975, 'rougeL': 0.6666666666666667, 'rougeLsum': 0.6666666666666667}",0.7721748352050781
59,"""Bagaimana Public Relations berinteraksi dengan para pelanggan dan pengunjung untuk mendapatkan umpan balik positif?""","Public Relations dapat berinteraksi dengan para pelanggan dan pengunjung melalui beberapa cara, seperti mengadakan sesi tanya jawab, membuat survei, membangun komunikasi dua arah melalui media sosial dan email, serta mengadakan acara khusus. Dengan cara-cara ini, Public Relations dapat memperoleh umpan balik positif dari para pelanggan dan pengunjung untuk meningkatkan pengalaman mereka di Taman Wisata Candi Borobudur.",Budaya,"{'bleu': 0.17281509809319523, 'precisions': [0.8571428571428571, 0.6612903225806451, 0.5573770491803278, 0.48333333333333334], 'brevity_penalty': 0.27645304662956444, 'length_ratio': 0.4375, 'translation_length': 63, 'reference_length': 144}","{'rouge1': 0.5543478260869565, 'rouge2': 0.46153846153846156, 'rougeL': 0.5543478260869565, 'rougeLsum': 0.5543478260869565}",0.9057435989379883
60,"""Bagaimana elemen-elemen lantai teras Candi Borobudur mencerminkan konsep kesatuan dan harmoni dalam ajaran Buddha?""","Elemen-elemen lantai teras Candi Borobudur mencerminkan konsep kesatuan dan harmoni dalam ajaran Buddha melalui simbolisme dan makna filosofis yang terkait dengan ajaran dan praktik spiritual dalam Buddhisme. Konsep ini tercermin dalam representasi simbolis dari kosmos, alam semesta, dan perjalanan spiritual menuju pencerahan, serta mencerminkan keseimbangan, harmoni, dan pemahaman mendalam tentang realitas dan kebijaksanaan spiritual.",Budaya,"{'bleu': 0.44505995059815734, 'precisions': [0.45901639344262296, 0.45, 0.4406779661016949, 0.43103448275862066], 'brevity_penalty': 1.0, 'length_ratio': 2.033333333333333, 'translation_length': 61, 'reference_length': 30}","{'rouge1': 0.6746987951807228, 'rouge2': 0.6666666666666666, 'rougeL': 0.6746987951807228, 'rougeLsum': 0.6746987951807228}",1.4550104141235352
61,"""Apakah ada referensi surgawi lainnya dalam relief di Candi Borobudur?""","Maaf, saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tersebut. Saya hanya tahu bahwa relief IVB-66 di Candi Borobudur memiliki referensi surgawi yang terkait dengan gugus bintang Pleiades.",Budaya,"{'bleu': 0.17042178650486198, 'precisions': [0.40625, 0.22580645161290322, 0.13333333333333333, 0.06896551724137931], 'brevity_penalty': 1.0, 'length_ratio': 1.6, 'translation_length': 32, 'reference_length': 20}","{'rouge1': 0.5106382978723405, 'rouge2': 0.4, 'rougeL': 0.42553191489361697, 'rougeLsum': 0.42553191489361697}",0.6336281299591064
62,"""Bagaimana Public Relations bekerja sama dengan media untuk mempromosikan citra positif Taman Wisata Candi Borobudur?""",Public Relations bekerja sama dengan media untuk mempromosikan citra positif Taman Wisata Candi Borobudur melalui kegiatan seperti gathering bersama media/pers. Mereka juga menjalin hubungan yang baik dengan media untuk memastikan informasi yang disampaikan kepada masyarakat adalah positif dan akurat.,Budaya,"{'bleu': 0.44761874059212103, 'precisions': [0.9069767441860465, 0.7619047619047619, 0.6829268292682927, 0.6], 'brevity_penalty': 0.6136245051611349, 'length_ratio': 0.671875, 'translation_length': 43, 'reference_length': 64}","{'rouge1': 0.7708333333333333, 'rouge2': 0.6595744680851063, 'rougeL': 0.75, 'rougeLsum': 0.75}",0.6998317241668701
63,"""Apakah ada peran penting Candi Borobudur dalam diplomasi budaya?""","Ya, Candi Borobudur memiliki peran penting dalam diplomasi budaya sebagai simbol warisan budaya Indonesia yang diakui secara internasional. Perannya meliputi hubungan bilateral, pertukaran budaya, pameran dan konferensi internasional, serta pendidikan dan penelitian.",Budaya,"{'bleu': 0.3702640629620081, 'precisions': [0.6578947368421053, 0.5135135135135135, 0.5, 0.4857142857142857], 'brevity_penalty': 0.6918258252705171, 'length_ratio': 0.7307692307692307, 'translation_length': 38, 'reference_length': 52}","{'rouge1': 0.8108108108108109, 'rouge2': 0.6666666666666666, 'rougeL': 0.8108108108108109, 'rougeLsum': 0.7837837837837837}",0.7570154666900635
64,"""Apa peran mitos dan cerita-cerita dalam menciptakan struktur sakral Candi Borobudur?""","Mitos dan cerita-cerita memainkan peran penting dalam menciptakan struktur sakral Candi Borobudur dengan menginspirasi simbolisme, tatanan, dan makna yang terkandung dalam setiap elemen arsitektural candi. Mereka menjadi landasan dalam pembangunan struktur candi dan memberikan arahan dalam penataan simbol-simbol dan elemen-elemen arsitektural yang menggambarkan konsep kosmologi Buddha.",Budaya,"{'bleu': 0.40137330981582336, 'precisions': [0.98, 0.9183673469387755, 0.875, 0.8085106382978723], 'brevity_penalty': 0.4493289641172217, 'length_ratio': 0.5555555555555556, 'translation_length': 50, 'reference_length': 90}","{'rouge1': 0.7111111111111112, 'rouge2': 0.6616541353383459, 'rougeL': 0.562962962962963, 'rougeLsum': 0.562962962962963}",1.1553387641906738
65,"""Bagaimana strukturalisme Levi-Strauss dapat membantu dalam memahami dualitas antara dimensi sakral dan profan dalam konteks Candi Borobudur?""","Strukturalisme Levi-Strauss dapat membantu dalam memahami dualitas antara dimensi sakral dan profan dalam konteks Candi Borobudur dengan cara mengungkap makna dan logika di balik simbol-simbol dan struktur bangunan candi tersebut. Melalui analisis struktural, kita dapat melihat bagaimana lembaga keagamaan dan pariwisata memandang Candi Borobudur dalam perspektif yang berbeda.",Budaya,"{'bleu': 0.3349077281422467, 'precisions': [1.0, 0.98, 0.9795918367346939, 0.9791666666666666], 'brevity_penalty': 0.34012864253027103, 'length_ratio': 0.4811320754716981, 'translation_length': 51, 'reference_length': 106}","{'rouge1': 0.6993006993006993, 'rouge2': 0.6950354609929079, 'rougeL': 0.6993006993006993, 'rougeLsum': 0.6993006993006993}",0.8871166706085205
66,"""Apa keunikan atap bangunan berkonstruksi kayu pada Candi Borobudur?""","Keunikan atap bangunan berkonstruksi kayu pada Candi Borobudur terletak pada variasi tipe atap yang dapat ditemukan dalam relief cerita Candi Borobudur, yaitu terdapat tujuh tipe/kelompok atap yang berbeda. Hal ini menunjukkan kekayaan dan keragaman bentuk atap bangunan tradisional yang digambarkan dalam relief Candi Borobudur.",Budaya,"{'bleu': 0.43695195521328756, 'precisions': [0.6530612244897959, 0.5416666666666666, 0.5106382978723404, 0.45652173913043476], 'brevity_penalty': 0.8153958055474629, 'length_ratio': 0.8305084745762712, 'translation_length': 49, 'reference_length': 59}","{'rouge1': 0.6304347826086957, 'rouge2': 0.5555555555555556, 'rougeL': 0.6304347826086957, 'rougeLsum': 0.6304347826086957}",0.8335003852844238
67,"""Apa langkah-langkah konkrit yang diambil oleh Public Relations untuk meningkatkan kehadiran Taman Wisata Candi Borobudur di media sosial?""","Public Relations dapat mengambil 5 langkah-langkah konkrit untuk meningkatkan kehadiran Taman Wisata Candi Borobudur di media sosial, yaitu membuat dan mengelola akun resmi, menghasilkan konten berkualitas tinggi, berinteraksi secara aktif dengan pengikut, mengadakan kampanye atau kontes, dan memanfaatkan fitur iklan dan promosi. Dengan mengambil langkah-langkah ini, Public Relations dapat memperkuat kehadiran Taman Wisata Candi Borobudur di media sosial.",Budaya,"{'bleu': 0.1296374751870517, 'precisions': [0.9090909090909091, 0.7076923076923077, 0.546875, 0.4126984126984127], 'brevity_penalty': 0.21000875459078558, 'length_ratio': 0.3905325443786982, 'translation_length': 66, 'reference_length': 169}","{'rouge1': 0.5645933014354068, 'rouge2': 0.463768115942029, 'rougeL': 0.4880382775119617, 'rougeLsum': 0.4880382775119617}",0.9829530715942383
68,"""Bagaimana memastikan bahwa pengembangan komersial di sekitar Candi Borobudur mempertahankan warisan budaya dan sejarah yang unik?""","Untuk memastikan bahwa pengembangan komersial di sekitar Candi Borobudur mempertahankan warisan budaya dan sejarah yang unik, beberapa langkah yang dapat diambil meliputi konservasi dan pelestarian, pengembangan berkelanjutan, pendidikan dan interpretasi, keterlibatan komunitas lokal, dan pengaturan serta pengawasan. Dengan mengambil langkah-langkah ini, diharapkan pengembangan komersial dapat berjalan sejalan dengan pelestarian warisan budaya dan sejarah yang unik.",Budaya,"{'bleu': 0.4004156144997779, 'precisions': [0.5555555555555556, 0.4032258064516129, 0.3442622950819672, 0.3333333333333333], 'brevity_penalty': 1.0, 'length_ratio': 1.0327868852459017, 'translation_length': 63, 'reference_length': 61}","{'rouge1': 0.6728971962616823, 'rouge2': 0.5142857142857142, 'rougeL': 0.6542056074766356, 'rougeLsum': 0.6728971962616823}",1.0399115085601807
69,"""Bagaimana Candi Borobudur diintegrasikan dalam kurikulum pembelajaran sejarah di Indonesia?""","Candi Borobudur diintegrasikan dalam kurikulum pembelajaran sejarah di Indonesia sebagai situs sejarah dan budaya yang signifikan untuk memberi siswa pemahaman tentang warisan yang kaya dan sejarah negara mereka. Kurikulum ini mencakup fitur arsitektur, simbolisme, dan signifikansi keagamaan Candi Borobudur, serta perannya dalam penyebaran agama Buddha di Asia Tenggara.",Budaya,"{'bleu': 0.40286946504750953, 'precisions': [0.6226415094339622, 0.4230769230769231, 0.3333333333333333, 0.3], 'brevity_penalty': 1.0, 'length_ratio': 1.1777777777777778, 'translation_length': 53, 'reference_length': 45}","{'rouge1': 0.6744186046511628, 'rouge2': 0.4523809523809524, 'rougeL': 0.6046511627906976, 'rougeLsum': 0.6046511627906976}",0.860271692276001
70,"""Bagaimana elemen-elemen lantai teras Candi Borobudur mencerminkan konsep nirwana dalam Buddhisme?""","Elemen-elemen lantai teras Candi Borobudur mencerminkan konsep nirwana dalam Buddhisme melalui simbolisme yang terkait dengan tahapan perjalanan spiritual menuju pencerahan dan pembebasan dari siklus kelahiran dan kematian. Elemen-elemen seperti relief-relief, simbol-simbol geometris, dan representasi binatang dapat diinterpretasikan sebagai simbol dari perjalanan spiritual menuju nirwana.",Budaya,"{'bleu': 0.5530231316960789, 'precisions': [0.5833333333333334, 0.5531914893617021, 0.5434782608695652, 0.5333333333333333], 'brevity_penalty': 1.0, 'length_ratio': 1.4545454545454546, 'translation_length': 48, 'reference_length': 33}","{'rouge1': 0.7272727272727274, 'rouge2': 0.7200000000000001, 'rougeL': 0.7272727272727274, 'rougeLsum': 0.7272727272727274}",0.7980549335479736
71,"""Bagaimana Candi Borobudur berperan dalam melestarikan bahasa dan sistem penulisan kuno?""","Candi Borobudur berperan dalam melestarikan bahasa kuno dan sistem penulisan melalui prasasti yang ditemukan di dindingnya, yang ditulis dalam bahasa Jawa Kuno. Prasasti ini memberikan wawasan berharga tentang aspek agama, budaya, dan sejarah saat itu, serta menjadi sumber utama untuk mempelajari perkembangan bahasa Jawa Kuno dan aksaranya.",Budaya,"{'bleu': 0.4833924826700344, 'precisions': [0.6415094339622641, 0.5192307692307693, 0.43137254901960786, 0.38], 'brevity_penalty': 1.0, 'length_ratio': 1.1041666666666667, 'translation_length': 53, 'reference_length': 48}","{'rouge1': 0.6436781609195402, 'rouge2': 0.5176470588235293, 'rougeL': 0.5517241379310344, 'rougeLsum': 0.5517241379310344}",0.8423678874969482
